id	minute	city	visit_times
11998	198	河北省	155
11999	1239	广西壮族自治区	2
12000	225	广西壮族自治区	51
12001	1024	新疆维吾尔自治区	20
12002	998	新疆维吾尔自治区	54
12003	1241	天津市	3
12004	226	贵州省	82
12005	271	西藏自治区	1
12006	199	青海省	11
12007	1031	陕西省	24
12008	1004	重庆市	25
12009	276	山东省	239
12010	1243	甘肃省	1
12011	356	山西省	38
12012	327	上海市	484
12013	1032	北京市	140
12014	1006	全球 	123
12015	534	江西省	179
12016	44	浙江省	192
12017	581	北京市	866
12018	1032	贵州省	2
12019	328	辽宁省	137
12020	279	浙江省	409
12021	1007	全球	1
12022	581	云南省	150
12023	52	山西省	25
12024	1035	浙江省	89
12025	334	湖北省	312
12026	280	黑龙江省	91
12027	1008	辽宁省	15
12028	584	北京市	1159
12029	1112	山西省	2
12030	52	上海市	176
12031	433	四川省	327
12032	1072	甘肃省	2
12033	283	上海市	283
12034	606	海南省	16
12035	1113	全球 	55
12036	52	云南省	8
12037	436	陕西省	270
12038	1074	福建省	34
12039	283	青海省	1
12040	606	甘肃省	11
12041	1115	海南省	1
12042	53	上海市	186
12043	439	全球 	138
12044	284	新疆维吾尔自治区	8
12045	1250	重庆市	8
12046	1079	江苏省	34
12047	607	海南省	20
12048	1128	湖北省	21
12049	446	湖南省	275
12050	54	贵州省	6
12051	291	江西省	121
12052	1251	海南省	1
12053	1079	贵州省	1
12054	609	黑龙江省	60
12055	1130	北京市	125
12056	91	贵州省	12
12057	449	海南省	29
12058	516	宁夏回族自治区	16
12059	1088	重庆市	12
12060	94	山东省	240
12061	616	陕西省	128
12062	1134	福建省	24
12063	451	江西省	140
12064	1387	陕西省	10
12065	517	云南省	93
12066	1137	黑龙江省	4
12067	616	山东省	163
12068	260	青海省	2
12069	459	青海省	2
12070	520	河南省	232
12071	1387	天津市	2
12072	264	西藏自治区	1
12073	233	广东省	1120
12074	960	黑龙江省	10
12075	705	山东省	301
12076	1388	甘肃省	4
12077	520	广西壮族自治区	95
12078	235	安徽省	108
12079	960	青海省	2
12080	265	甘肃省	25
12081	790	新疆维吾尔自治区	32
12082	549	黑龙江省	87
12083	1397	青海省	1
12084	237	江苏省	253
12085	265	全球	2
12086	376	江苏省	428
12087	849	浙江省	300
12088	554	山东省	387
12089	1410	广西壮族自治区	4
12090	239	广东省	1064
12091	383	河北省	143
12092	273	新疆维吾尔自治区	15
12093	849	甘肃省	12
12094	555	湖北省	210
12095	1410	山西省	3
12096	313	福建省	123
12097	283	安徽省	72
12098	822	辽宁省	141
12099	853	宁夏回族自治区	26
12100	686	黑龙江省	95
12101	1413	重庆市	9
12102	322	贵州省	37
12103	823	内蒙古自治区	17
12104	284	黑龙江省	96
12105	854	福建省	216
12106	603	河南省	169
12107	1419	广东省	145
12108	386	甘肃省	7
12109	828	黑龙江省	26
12110	856	天津市	41
12111	99	天津市	62
12112	654	河南省	224
12113	291	黑龙江省	53
12114	390	广西壮族自治区	50
12115	828	贵州省	8
12116	102	贵州省	77
12117	858	内蒙古自治区	38
12118	656	上海市	309
12119	520	陕西省	135
12120	395	辽宁省	123
12121	853	四川省	323
12122	196	云南省	84
12123	860	浙江省	394
12124	657	湖北省	227
12125	594	福建省	284
12126	472	福建省	283
12127	198	湖南省	234
12128	407	宁夏回族自治区	7
12129	987	浙江省	84
12130	661	湖南省	156
12131	598	广东省	1304
12132	751	江苏省	279
12133	344	浙江省	582
12134	1286	河北省	6
12135	990	新疆维吾尔自治区	8
12136	762	广西壮族自治区	64
12137	655	宁夏回族自治区	2
12138	753	江苏省	335
12139	1291	内蒙古自治区	3
12140	349	西藏自治区	1
12141	990	内蒙古自治区	10
12142	656	湖南省	46
12143	764	山西省	99
12144	753	青海省	3
12145	577	云南省	26
12146	1292	上海市	64
12147	996	云南省	6
12148	762	陕西省	200
12149	765	河南省	212
12150	785	四川省	349
12151	611	新疆维吾尔自治区	11
12152	1298	黑龙江省	2
12153	1003	黑龙江省	7
12154	769	江西省	193
12155	767	四川省	371
12156	786	重庆市	69
12157	613	河北省	92
12158	1306	江西省	9
12159	1072	陕西省	11
12160	774	新疆维吾尔自治区	12
12161	885	新疆维吾尔自治区	46
12162	924	吉林省	11
12163	617	全球 	191
12164	1314	河南省	13
12165	1072	海南省	1
12166	891	全球 	89
12167	947	江苏省	190
12168	834	河南省	269
12169	887	海南省	8
12170	416	北京市	1512
12171	902	湖南省	92
12172	1076	上海市	77
12173	954	宁夏回族自治区	21
12174	841	云南省	45
12175	1291	山东省	16
12176	907	四川省	178
12177	418	重庆市	199
12178	1087	江西省	7
12179	1285	上海市	59
12180	1252	山东省	11
12181	360	云南省	112
12182	418	内蒙古自治区	21
12183	1292	河南省	14
12184	1298	浙江省	39
12185	1088	湖南省	25
12186	1257	湖北省	20
12187	1145	黑龙江省	4
12188	363	宁夏回族自治区	5
12189	1251	江苏省	20
12190	1294	湖南省	5
12191	1395	甘肃省	4
12192	419	云南省	102
12193	1314	甘肃省	1
12194	1150	江西省	6
12195	363	新疆维吾尔自治区	9
12196	1257	山西省	2
12197	1297	内蒙古自治区	3
12198	1266	山东省	24
12199	1398	河北省	26
12200	69	上海市	330
12201	421	广西壮族自治区	64
12202	1153	浙江省	57
12203	1276	天津市	8
12204	1260	四川省	16
12205	365	贵州省	32
12206	72	河北省	76
12207	1160	河北省	10
12208	1400	吉林省	8
12209	75	全球 	118
12210	507	福建省	346
12211	572	吉林省	82
12212	1278	河北省	6
12213	1263	江西省	8
12214	74	浙江省	377
12215	1404	云南省	3
12216	1164	福建省	20
12217	514	吉林省	76
12218	415	云南省	109
12219	1316	新疆维吾尔自治区	1
12220	1279	内蒙古自治区	4
12221	573	广东省	1343
12222	75	湖北省	100
12223	1164	四川省	15
12224	1406	浙江省	60
12225	417	贵州省	34
12226	539	北京市	1350
12227	642	宁夏回族自治区	3
12228	1319	北京市	103
12229	1322	辽宁省	12
12230	78	陕西省	185
12231	1170	浙江省	43
12232	1411	青海省	1
12233	423	广东省	1436
12234	542	北京市	1277
12235	646	广东省	943
12236	1325	甘肃省	2
12237	1319	上海市	66
12238	79	宁夏回族自治区	4
12239	1171	安徽省	8
12240	102	重庆市	117
12241	423	海南省	31
12242	542	湖南省	127
12243	1331	河南省	13
12244	654	江西省	90
12245	1328	吉林省	4
12246	412	贵州省	20
12247	114	内蒙古自治区	84
12248	102	广东省	978
12249	502	山西省	73
12250	622	吉林省	47
12251	1334	福建省	19
12252	1329	江西省	12
12253	695	新疆维吾尔自治区	11
12254	422	湖南省	227
12255	179	广东省	1317
12256	104	青海省	1
12257	502	重庆市	112
12258	627	重庆市	60
12259	1336	辽宁省	12
12260	1331	陕西省	4
12261	184	全球	9
12262	697	重庆市	137
12263	105	广西壮族自治区	21
12264	498	江苏省	530
12265	505	四川省	389
12266	627	甘肃省	8
12267	1336	青海省	1
12268	29	天津市	9
12269	355	安徽省	137
12270	187	河北省	143
12271	697	北京市	821
12272	499	宁夏回族自治区	12
12273	733	黑龙江省	102
12274	1343	北京市	75
12275	509	广西壮族自治区	45
12276	33	江西省	104
12277	588	浙江省	367
12278	700	上海市	295
12279	359	全球 	191
12280	1348	江苏省	23
12281	865	陕西省	187
12282	512	河北省	264
12283	33	辽宁省	36
12284	538	山西省	80
12285	605	黑龙江省	19
12286	701	山东省	239
12287	361	陕西省	214
12288	941	海南省	7
12289	21	贵州省	3
12290	513	全球	7
12291	209	辽宁省	128
12292	365	陕西省	213
12293	810	河南省	206
12294	542	重庆市	188
12295	614	云南省	21
12296	485	北京市	1255
12297	33	内蒙古自治区	34
12298	295	广东省	667
12299	371	湖南省	148
12300	539	内蒙古自治区	42
12301	705	湖南省	63
12302	614	新疆维吾尔自治区	34
12303	546	宁夏回族自治区	26
12304	34	河北省	77
12305	720	湖北省	237
12306	296	上海市	363
12307	564	河南省	337
12308	706	海南省	20
12309	542	云南省	50
12310	949	天津市	16
12311	627	江西省	121
12312	40	湖北省	75
12313	722	江西省	265
12314	301	湖北省	283
12315	564	辽宁省	85
12316	716	湖南省	196
12317	1252	云南省	3
12318	631	山东省	194
12319	950	重庆市	90
12320	545	河南省	292
12321	723	贵州省	59
12322	1264	甘肃省	1
12323	304	湖北省	220
12324	310	湖北省	164
12325	570	河南省	324
12326	739	安徽省	164
12327	716	福建省	179
12328	1281	湖北省	17
12329	545	海南省	35
12330	729	新疆维吾尔自治区	11
12331	463	山西省	110
12332	529	河北省	139
12333	636	内蒙古自治区	31
12334	742	青海省	3
12335	843	广东省	1121
12336	790	内蒙古自治区	12
12337	1286	内蒙古自治区	3
12338	546	北京市	1326
12339	526	天津市	107
12340	537	海南省	17
12341	641	全球	1
12342	743	广东省	1604
12343	1286	贵州省	1
12344	1011	重庆市	31
12345	825	重庆市	63
12346	533	重庆市	118
12347	1268	河北省	7
12348	621	全球 	115
12349	551	内蒙古自治区	38
12350	648	宁夏回族自治区	3
12351	1311	天津市	7
12352	745	全球	1
12353	1014	贵州省	1
12354	825	江西省	120
12355	537	广东省	1547
12356	626	福建省	173
12357	553	吉林省	63
12358	1315	全球 	141
12359	694	宁夏回族自治区	47
12360	866	云南省	35
12361	1020	上海市	122
12362	857	河南省	314
12363	537	浙江省	586
12364	634	北京市	877
12365	1276	江西省	6
12366	63	北京市	441
12367	558	海南省	18
12368	868	山东省	215
12369	805	河北省	173
12370	634	广东省	844
12371	861	福建省	289
12372	1031	云南省	3
12373	553	四川省	556
12374	560	湖南省	107
12375	63	贵州省	8
12376	806	江西省	181
12377	869	湖北省	173
12378	635	青海省	1
12379	1211	浙江省	52
12380	1322	湖北省	14
12381	1110	青海省	1
12382	560	安徽省	213
12383	816	新疆维吾尔自治区	16
12384	555	新疆维吾尔自治区	13
12385	938	贵州省	15
12386	1212	黑龙江省	2
12387	734	辽宁省	123
12388	66	天津市	151
12389	1128	新疆维吾尔自治区	2
12390	684	新疆维吾尔自治区	27
12391	673	福建省	131
12392	818	福建省	142
12393	943	青海省	2
12394	72	广西壮族自治区	25
12395	166	福建省	347
12396	1226	湖南省	10
12397	737	湖北省	417
12398	989	贵州省	8
12399	818	云南省	59
12400	680	陕西省	179
12401	1253	四川省	26
12402	80	北京市	618
12403	1234	内蒙古自治区	7
12404	168	湖北省	448
12405	745	河南省	260
12406	1023	山东省	16
12407	1004	山西省	3
12408	684	贵州省	78
12409	1258	宁夏回族自治区	3
12410	413	全球 	322
12411	1325	海南省	1
12412	1238	云南省	2
12413	1242	黑龙江省	3
12414	170	安徽省	130
12415	1048	陕西省	15
12416	1026	天津市	21
12417	1327	河南省	15
12418	1259	浙江省	37
12419	1070	陕西省	19
12420	982	湖北省	56
12421	413	全球	8
12422	1334	黑龙江省	2
12423	1241	重庆市	9
12424	170	全球 	116
12425	1059	河北省	10
12426	1032	四川省	44
12427	986	甘肃省	18
12428	497	天津市	90
12429	1080	浙江省	56
12430	1259	宁夏回族自治区	3
12431	173	内蒙古自治区	56
12432	51	湖南省	140
12433	1063	浙江省	91
12434	1033	安徽省	47
12435	501	四川省	596
12436	987	全球 	145
12437	1083	四川省	23
12438	1259	陕西省	11
12439	235	广东省	1073
12440	1427	全球 	40
12441	55	内蒙古自治区	30
12442	1035	山西省	6
12443	501	重庆市	171
12444	989	上海市	135
12445	1090	北京市	184
12446	1260	浙江省	38
12447	241	云南省	53
12448	1429	北京市	173
12449	89	湖北省	176
12450	1105	浙江省	62
12451	505	吉林省	106
12452	995	山东省	21
12453	1389	河南省	18
12454	1262	广西壮族自治区	2
12455	311	重庆市	106
12456	1429	四川省	23
12457	89	天津市	55
12458	1111	青海省	1
12459	506	上海市	734
12460	996	湖南省	61
12461	1394	江苏省	21
12462	1267	天津市	6
12463	314	河北省	95
12464	1436	安徽省	26
12465	90	内蒙古自治区	26
12466	1128	辽宁省	10
12467	1395	贵州省	3
12468	996	新疆维吾尔自治区	57
12469	1268	山东省	25
12470	507	天津市	141
12471	389	海南省	22
12472	1437	陕西省	17
12473	1136	黑龙江省	3
12474	1418	全球 	47
12475	997	安徽省	22
12476	1242	天津市	3
12477	263	四川省	443
12478	542	贵州省	99
12479	473	云南省	75
12480	1271	福建省	15
12481	1338	贵州省	2
12482	870	安徽省	99
12483	549	云南省	153
12484	1137	上海市	67
12485	983	河北省	11
12486	1000	上海市	94
12487	101	陕西省	126
12488	264	江西省	88
12489	48	河北省	117
12490	480	山西省	130
12491	931	贵州省	10
12492	1275	上海市	54
12493	998	吉林省	14
12494	1141	天津市	43
12495	1094	内蒙古自治区	9
12496	1214	福建省	20
12497	102	福建省	194
12498	998	广西壮族自治区	5
12499	265	山东省	137
12500	49	四川省	76
12501	944	陕西省	71
12502	753	天津市	55
12503	1275	河北省	6
12504	1000	黑龙江省	10
12505	51	河北省	139
12506	1141	云南省	2
12507	1103	海南省	1
12508	138	贵州省	18
12509	1080	陕西省	98
12510	270	全球	2
12511	1276	江苏省	21
12512	191	河北省	151
12513	1215	海南省	1
12514	758	天津市	77
12515	87	山东省	256
12516	1387	四川省	20
12517	1142	甘肃省	7
12518	217	新疆维吾尔自治区	6
12519	1082	贵州省	1
12520	89	上海市	247
12521	197	湖北省	215
12522	1317	山东省	16
12523	270	西藏自治区	10
12524	1226	海南省	1
12525	1083	辽宁省	9
12526	89	海南省	45
12527	1142	吉林省	3
12528	760	山东省	239
12529	1390	甘肃省	4
12530	332	山西省	49
12531	345	上海市	596
12532	1099	山东省	14
12533	91	全球	11
12534	1234	天津市	7
12535	1392	陕西省	58
12536	1327	青海省	1
12537	287	内蒙古自治区	24
12538	783	浙江省	360
12539	1143	湖北省	40
12540	95	湖北省	138
12541	1401	江苏省	64
12542	1396	上海市	76
12543	1239	湖南省	18
12544	1328	青海省	1
12545	335	海南省	9
12546	346	黑龙江省	68
12547	264	海南省	12
12548	1402	内蒙古自治区	5
12549	1402	安徽省	9
12550	524	青海省	3
12551	913	广东省	792
12552	1330	天津市	4
12553	1147	广东省	151
12554	50	浙江省	222
12555	336	湖南省	133
12556	351	上海市	668
12557	1404	浙江省	42
12558	593	江苏省	417
12559	1147	甘肃省	14
12560	914	福建省	209
12561	357	湖北省	254
12562	50	四川省	108
12563	1333	河南省	16
12564	426	江苏省	501
12565	1410	全球 	47
12566	600	重庆市	230
12567	357	上海市	493
12568	1153	贵州省	2
12569	51	青海省	1
12570	915	陕西省	105
12571	1344	广西壮族自治区	3
12572	430	四川省	344
12573	660	安徽省	57
12574	1415	上海市	99
12575	80	湖北省	190
12576	575	福建省	165
12577	1161	广东省	156
12578	915	全球	2
12579	1419	四川省	17
12580	1348	重庆市	8
12581	665	贵州省	116
12582	448	辽宁省	141
12583	578	山西省	86
12584	84	山东省	136
12585	98	天津市	76
12586	917	内蒙古自治区	12
12587	669	内蒙古自治区	61
12588	1169	黑龙江省	4
12589	13	浙江省	102
12590	568	甘肃省	10
12591	579	湖南省	200
12592	84	海南省	76
12593	99	湖北省	286
12594	925	北京市	470
12595	637	山西省	49
12596	670	山东省	181
12597	1170	辽宁省	11
12598	13	广东省	268
12599	584	湖北省	407
12600	104	四川省	196
12601	87	吉林省	14
12602	111	江西省	74
12603	1250	内蒙古自治区	6
12604	769	海南省	12
12605	641	上海市	368
12606	608	安徽省	123
12607	15	吉林省	3
12608	115	辽宁省	142
12609	190	黑龙江省	64
12610	1251	四川省	12
12611	95	全球 	48
12612	877	广东省	1009
12613	614	宁夏回族自治区	7
12614	641	湖南省	122
12615	21	安徽省	24
12616	191	山西省	118
12617	122	黑龙江省	49
12618	261	新疆维吾尔自治区	31
12619	1252	广东省	107
12620	882	北京市	631
12621	949	甘肃省	4
12622	23	海南省	6
12623	643	宁夏回族自治区	2
12624	197	安徽省	73
12625	183	云南省	138
12626	265	湖北省	241
12627	1252	福建省	18
12628	25	湖北省	68
12629	957	湖南省	41
12630	884	黑龙江省	13
12631	644	陕西省	124
12632	1418	江苏省	28
12633	277	黑龙江省	70
12634	356	云南省	56
12635	1253	新疆维吾尔自治区	2
12636	26	陕西省	20
12637	266	甘肃省	13
12638	98	江西省	90
12639	278	湖北省	186
12640	99	海南省	14
12641	886	全球	3
12642	362	云南省	87
12643	652	重庆市	99
12644	1294	云南省	1
12645	31	浙江省	219
12646	1255	新疆维吾尔自治区	2
12647	102	甘肃省	60
12648	284	河南省	127
12649	270	重庆市	44
12650	576	安徽省	116
12651	898	广东省	1068
12652	285	北京市	581
12653	363	河南省	284
12654	692	广西壮族自治区	66
12655	204	内蒙古自治区	103
12656	103	湖北省	165
12657	70	福建省	142
12658	288	河北省	95
12659	274	甘肃省	14
12660	898	河南省	201
12661	582	西藏自治区	1
12662	567	上海市	543
12663	1270	青海省	1
12664	192	河北省	158
12665	694	新疆维吾尔自治区	9
12666	294	福建省	172
12667	70	宁夏回族自治区	3
12668	286	湖南省	86
12669	906	甘肃省	8
12670	570	云南省	46
12671	615	天津市	87
12672	1273	山西省	3
12673	695	内蒙古自治区	23
12674	78	安徽省	156
12675	294	山西省	70
12676	290	安徽省	92
12677	571	全球 	107
12678	908	全球 	125
12679	1321	山东省	15
12680	696	青海省	3
12681	951	重庆市	125
12682	412	安徽省	220
12683	295	河南省	202
12684	293	陕西省	152
12685	572	天津市	125
12686	909	黑龙江省	44
12687	1324	四川省	23
12688	806	广东省	1057
12689	954	重庆市	69
12690	308	天津市	38
12691	636	河南省	191
12692	500	江苏省	512
12693	601	宁夏回族自治区	14
12694	983	全球	1
12695	807	云南省	127
12696	1331	重庆市	10
12697	961	广东省	714
12698	461	青海省	1
12699	638	山东省	171
12700	514	浙江省	661
12701	604	安徽省	157
12702	992	贵州省	3
12703	1333	贵州省	2
12704	809	山西省	133
12705	1015	广西壮族自治区	8
12706	655	陕西省	186
12707	526	甘肃省	13
12708	639	浙江省	291
12709	620	安徽省	79
12710	1345	安徽省	10
12711	1000	宁夏回族自治区	22
12712	703	浙江省	303
12713	1015	辽宁省	17
12714	879	山东省	77
12715	642	河南省	294
12716	622	全球	2
12717	555	河北省	149
12718	194	湖北省	249
12719	523	上海市	697
12720	298	内蒙古自治区	24
12721	1001	全球 	199
12722	1027	河南省	170
12723	342	贵州省	30
12724	650	江西省	91
12725	630	广西壮族自治区	66
12726	705	北京市	664
12727	591	西藏自治区	1
12728	884	宁夏回族自治区	5
12729	557	浙江省	516
12730	307	山西省	33
12731	1080	新疆维吾尔自治区	1
12732	1030	山东省	17
12733	344	四川省	291
12734	594	辽宁省	97
12735	355	甘肃省	5
12736	690	黑龙江省	48
12737	705	安徽省	98
12738	1106	湖北省	37
12739	558	河北省	318
12740	1087	黑龙江省	3
12741	596	浙江省	500
12742	895	海南省	5
12743	576	贵州省	17
12744	735	云南省	69
12745	469	福建省	406
12746	691	浙江省	380
12747	711	河南省	376
12748	596	河北省	80
12749	679	上海市	282
12750	1120	河北省	9
12751	1093	甘肃省	3
12752	577	海南省	31
12753	930	湖北省	150
12754	896	广西壮族自治区	100
12755	603	浙江省	419
12756	692	四川省	327
12757	470	辽宁省	185
12758	714	甘肃省	12
12759	578	云南省	96
12760	682	贵州省	38
12761	604	全球 	195
12762	1386	上海市	136
12763	930	内蒙古自治区	9
12764	1139	全球 	74
12765	696	河南省	296
12766	531	山西省	67
12767	588	安徽省	180
12768	897	贵州省	11
12769	654	湖南省	75
12770	790	福建省	250
12771	1210	浙江省	62
12772	15	上海市	88
12773	1390	河南省	19
12774	697	全球 	69
12775	170	黑龙江省	105
12776	532	广西壮族自治区	67
12777	23	广东省	435
12778	935	天津市	13
12779	899	吉林省	13
12780	763	辽宁省	100
12781	40	辽宁省	19
12782	793	江苏省	359
12783	533	山西省	79
12784	1159	浙江省	46
12785	1213	青海省	1
12786	1392	山东省	11
12787	807	吉林省	80
12788	201	湖南省	194
12789	170	广西壮族自治区	38
12790	775	全球	7
12791	797	湖北省	406
12792	899	宁夏回族自治区	4
12793	554	广西壮族自治区	92
12794	1160	甘肃省	4
12795	814	新疆维吾尔自治区	12
12796	302	广东省	818
12797	888	北京市	678
12798	1217	吉林省	13
12799	175	河北省	147
12800	903	青海省	4
12801	1393	四川省	15
12802	305	全球 	145
12803	802	山西省	114
12804	1165	贵州省	4
12805	889	全球 	85
12806	1008	海南省	2
12807	559	青海省	15
12808	236	吉林省	54
12809	1219	山东省	12
12810	907	河北省	47
12811	306	甘肃省	29
12812	1401	广东省	125
12813	821	陕西省	181
12814	1010	浙江省	80
12815	242	吉林省	43
12816	891	河南省	169
12817	1167	上海市	69
12818	677	内蒙古自治区	30
12819	307	贵州省	50
12820	1230	宁夏回族自治区	3
12821	1284	上海市	60
12822	909	青海省	4
12823	97	全球 	107
12824	827	辽宁省	77
12825	1043	云南省	2
12826	1015	江西省	13
12827	1036	江苏省	53
12828	618	贵州省	43
12829	1171	四川省	16
12830	1284	山西省	2
12831	1231	上海市	70
12832	1110	山东省	14
12833	189	重庆市	150
12834	1047	广西壮族自治区	6
12835	1020	云南省	6
12836	847	青海省	1
12837	950	天津市	25
12838	1125	湖北省	21
12839	115	湖北省	356
12840	1238	安徽省	14
12841	1285	重庆市	8
12842	952	辽宁省	34
12843	1050	湖南省	10
12844	860	新疆维吾尔自治区	10
12845	1025	黑龙江省	4
12846	1256	贵州省	2
12847	173	湖北省	181
12848	956	辽宁省	31
12849	159	黑龙江省	42
12850	1420	北京市	147
12851	1288	山西省	2
12852	1027	辽宁省	10
12853	1266	广西壮族自治区	2
12854	235	青海省	2
12855	43	江西省	86
12856	464	广西壮族自治区	72
12857	315	天津市	69
12858	471	四川省	487
12859	360	全球 	204
12860	3	江苏省	41
12861	1269	安徽省	8
12862	1031	甘肃省	2
12863	318	内蒙古自治区	18
12864	1288	内蒙古自治区	3
12865	526	陕西省	252
12866	149	辽宁省	246
12867	52	青海省	1
12868	568	贵州省	55
12869	322	广西壮族自治区	55
12870	1033	辽宁省	12
12871	526	黑龙江省	78
12872	1275	四川省	18
12873	1294	河北省	8
12874	389	广西壮族自治区	62
12875	528	重庆市	389
12876	55	河南省	139
12877	1316	全球 	47
12878	218	宁夏回族自治区	8
12879	390	新疆维吾尔自治区	16
12880	1112	江苏省	23
12881	571	全球	4
12882	529	广西壮族自治区	76
12883	1315	内蒙古自治区	4
12884	396	西藏自治区	1
12885	533	浙江省	689
12886	398	全球	3
12887	59	安徽省	123
12888	535	湖北省	361
12889	220	宁夏回族自治区	7
12890	1115	湖南省	9
12891	1324	江西省	11
12892	639	河南省	183
12893	753	北京市	819
12894	65	四川省	270
12895	557	河北省	185
12896	755	四川省	339
12897	226	全球	3
12898	645	内蒙古自治区	16
12899	1127	山东省	18
12900	1326	湖北省	16
12901	267	海南省	11
12902	559	云南省	67
12903	67	山西省	24
12904	781	河南省	219
12905	327	北京市	790
12906	648	湖北省	206
12907	1010	北京市	154
12908	1327	云南省	1
12909	270	四川省	197
12910	1128	北京市	92
12911	782	宁夏回族自治区	16
12912	1013	全球	1
12913	71	贵州省	10
12914	328	安徽省	111
12915	652	福建省	84
12916	1332	全球 	60
12917	784	河南省	298
12918	1139	宁夏回族自治区	3
12919	1019	辽宁省	12
12920	279	全球	2
12921	912	海南省	5
12922	338	山西省	57
12923	687	山西省	83
12924	1025	天津市	9
12925	165	内蒙古自治区	85
12926	416	全球 	151
12927	921	宁夏回族自治区	3
12928	1339	江苏省	34
12929	286	海南省	10
12930	1025	陕西省	35
12931	340	重庆市	103
12932	806	青海省	1
12933	165	河北省	169
12934	494	甘肃省	105
12935	1143	陕西省	10
12936	21	天津市	33
12937	1110	辽宁省	10
12938	289	湖南省	92
12939	1145	新疆维吾尔自治区	4
12940	809	重庆市	92
12941	427	黑龙江省	26
12942	1114	云南省	3
12943	1152	内蒙古自治区	4
12944	167	福建省	243
12945	495	江苏省	504
12946	966	陕西省	65
12947	24	江苏省	125
12948	599	安徽省	167
12949	1116	辽宁省	9
12950	1164	浙江省	41
12951	431	青海省	1
12952	228	宁夏回族自治区	8
12953	496	山西省	72
12954	1118	福建省	45
12955	972	天津市	35
12956	114	江西省	129
12957	28	辽宁省	7
12958	1124	贵州省	1
12959	658	重庆市	59
12960	115	上海市	348
12961	440	山东省	250
12962	509	陕西省	235
12963	235	重庆市	75
12964	29	江西省	36
12965	972	四川省	117
12966	1128	海南省	1
12967	123	重庆市	121
12968	1133	吉林省	3
12969	153	山西省	49
12970	659	甘肃省	5
12971	444	北京市	1637
12972	513	吉林省	44
12973	975	重庆市	15
12974	201	山东省	383
12975	239	重庆市	68
12976	1137	辽宁省	10
12977	162	广东省	1135
12978	168	天津市	93
12979	181	北京市	1057
12980	668	新疆维吾尔自治区	10
12981	446	贵州省	11
12982	982	宁夏回族自治区	1
12983	242	新疆维吾尔自治区	5
12984	205	天津市	88
12985	171	山东省	231
12986	543	江苏省	361
12987	185	河南省	197
12988	227	重庆市	78
12989	185	天津市	84
12990	453	湖南省	193
12991	1175	辽宁省	10
12992	207	广东省	1052
12993	387	全球 	108
12994	765	吉林省	77
12995	621	贵州省	24
12996	232	湖南省	118
12997	357	海南省	15
12998	234	新疆维吾尔自治区	4
12999	456	江西省	153
13000	301	山东省	129
13001	1183	江苏省	15
13002	774	山东省	221
13003	630	安徽省	83
13004	388	山西省	112
13005	360	上海市	622
13006	236	内蒙古自治区	28
13007	240	重庆市	143
13008	362	宁夏回族自治区	81
13009	704	贵州省	10
13010	301	贵州省	17
13011	394	湖南省	142
13012	1011	甘肃省	6
13013	632	江西省	152
13014	1192	陕西省	12
13015	318	上海市	427
13016	371	天津市	98
13017	323	广西壮族自治区	50
13018	712	青海省	2
13019	474	海南省	29
13020	343	湖南省	231
13021	644	上海市	310
13022	1014	安徽省	28
13023	1197	吉林省	4
13024	323	云南省	55
13025	633	重庆市	69
13026	477	湖南省	151
13027	716	河南省	328
13028	344	新疆维吾尔自治区	6
13029	652	吉林省	67
13030	326	湖南省	91
13031	686	山西省	62
13032	391	天津市	103
13033	1016	山东省	19
13034	797	云南省	41
13035	348	湖北省	320
13036	1197	青海省	1
13037	755	江苏省	461
13038	687	贵州省	58
13039	394	四川省	331
13040	736	云南省	44
13041	700	甘肃省	44
13042	1017	湖北省	67
13043	397	全球	3
13044	585	海南省	18
13045	1201	福建省	17
13046	818	广西壮族自治区	73
13047	758	贵州省	22
13048	812	海南省	73
13049	474	贵州省	60
13050	1018	上海市	120
13051	743	湖南省	274
13052	816	安徽省	67
13053	477	北京市	1594
13054	985	云南省	34
13055	1207	四川省	19
13056	616	新疆维吾尔自治区	9
13057	823	海南省	20
13058	761	全球 	77
13059	777	北京市	808
13060	1110	安徽省	8
13061	987	吉林省	10
13062	866	湖南省	102
13063	781	全球 	91
13064	956	浙江省	188
13065	1354	青海省	1
13066	993	安徽省	29
13067	849	江西省	161
13068	778	江苏省	265
13069	874	宁夏回族自治区	4
13070	787	江苏省	285
13071	1115	河北省	33
13072	997	贵州省	2
13073	622	新疆维吾尔自治区	26
13074	1355	吉林省	3
13075	465	广东省	1588
13076	788	河南省	170
13077	998	山东省	26
13078	1003	内蒙古自治区	17
13079	922	广东省	838
13080	626	全球 	139
13081	1365	上海市	72
13082	1006	吉林省	8
13083	1213	河南省	8
13084	1072	天津市	9
13085	1221	陕西省	11
13086	627	贵州省	21
13087	1372	云南省	2
13088	1086	全球 	71
13089	44	江苏省	260
13090	1087	河南省	23
13091	55	江西省	81
13092	733	河北省	137
13093	1383	江西省	7
13094	1088	云南省	3
13095	56	江西省	34
13096	1089	山西省	1
13097	94	海南省	11
13098	1115	江西省	7
13099	745	吉林省	88
13100	126	陕西省	85
13101	267	吉林省	105
13102	1094	湖北省	23
13103	271	甘肃省	10
13104	1094	江西省	6
13105	273	天津市	80
13106	929	吉林省	7
13107	128	河南省	222
13108	279	湖南省	80
13109	1096	浙江省	48
13110	293	全球	2
13111	1385	河南省	27
13112	519	甘肃省	20
